"AHRondelPosition","ITRondelPosition","FRRondelPosition","GBRondelPosition","GERondelPosition","RURondelPosition","AHPowerPoints","ITPowerPoints","FRPowerPoints","GBPowerPoints","GEPowerPoints","RUPowerPoints","NumberOfAvailableBonds","Cash","RawScore","NumberOfOwnedBonds","annotation"
2,3,4,0,4,0,4,0,2,4,2,3,34,0,0,10,4
3,3,4,0,4,0,4,0,2,4,2,3,34,0,0,10,4
3,3,4,0,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,4,0,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,4,0,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,0,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,0,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,4,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,0,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
3,6,5,3,5,3,4,0,2,4,2,3,34,0,0,10,9
4,6,5,3,5,3,4,0,2,4,2,3,34,31,0,10,0
4,6,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,5,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,6,3,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,6,4,5,3,4,0,2,4,2,3,33,15,0,11,2
4,7,6,4,5,3,4,0,2,4,2,3,32,15,0,11,2
4,7,6,4,6,3,4,0,2,4,2,3,32,15,0,11,2
4,7,6,4,6,5,4,0,2,4,2,3,32,15,0,11,2
4,7,6,4,6,5,4,0,2,4,2,3,32,17,0,11,1
4,7,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,7,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,7,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,6,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,4,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,5,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,5,6,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,5,7,5,4,0,2,4,2,3,32,12,0,11,4
5,3,7,5,7,5,4,0,2,4,2,3,32,12,0,11,6
5,3,7,5,7,0,4,0,2,4,2,7,32,12,0,11,2
6,3,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,7,5,7,0,4,0,2,4,2,7,32,12,0,11,9
6,7,0,5,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,5,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,7,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,0,0,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,0,1,4,0,3,4,2,7,32,12,0,11,9
6,7,0,7,0,1,4,0,3,4,2,7,32,12,0,11,9
7,7,0,7,0,1,4,0,3,4,2,7,32,12,0,11,9
7,7,0,7,0,1,4,0,3,4,2,7,32,12,0,11,9
7,2,0,7,0,1,4,0,3,4,2,7,32,12,0,11,9
7,2,2,7,0,1,4,0,3,4,2,7,32,12,0,11,9
7,2,2,0,0,1,4,0,3,5,2,7,32,12,0,11,9
7,2,2,0,2,1,4,0,3,5,2,7,32,12,0,11,9
7,2,2,0,2,4,4,0,3,5,2,7,32,14,0,11,9
7,2,2,0,2,4,4,0,3,5,2,7,31,10,0,12,9
0,2,2,0,2,4,7,0,3,5,2,7,31,10,38,12,4
0,0,2,0,2,4,7,1,3,5,2,7,31,10,38,12,4
0,0,2,0,2,4,7,1,3,5,2,7,30,10,38,12,4
0,0,3,0,2,4,7,1,3,5,2,7,30,10,38,12,3
0,0,3,0,2,4,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,2,4,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,2,4,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,3,4,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,3,4,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,0
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
0,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,0,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,3,1,3,7,7,1,3,5,2,7,30,10,38,12,1
1,3,4,1,3,7,7,1,3,5,2,7,30,9,38,12,1
1,3,4,1,3,7,7,1,3,5,2,7,30,1,40,12,5
1,3,4,2,3,7,7,1,3,5,2,7,30,1,40,12,5
1,3,4,2,4,7,7,1,3,5,2,7,30,1,40,12,5
1,3,4,2,4,7,7,1,3,5,2,7,30,1,40,12,5
1,3,4,2,4,2,7,1,3,5,2,7,30,1,40,12,5
2,3,4,2,4,2,7,1,3,5,2,7,30,1,40,12,5
2,4,4,2,4,2,7,1,3,5,2,7,30,4,40,12,2
2,4,4,2,4,2,7,1,3,5,2,7,30,1,41,12,6
2,4,5,2,4,2,7,1,3,5,2,7,30,1,41,12,4
2,4,5,2,4,2,7,1,3,5,2,7,30,1,41,12,9
2,4,5,0,4,2,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,4,2,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,2,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,2,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
2,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
3,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
3,4,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
3,5,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
3,5,5,0,5,3,7,1,3,8,2,7,30,1,41,12,9
3,5,0,0,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,5,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,6,3,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,6,5,7,1,4,8,2,7,30,1,41,12,9
3,5,0,3,6,5,7,1,4,8,2,7,30,3,41,12,9
3,5,0,3,6,5,7,1,4,8,2,7,30,0,42,12,9
4,5,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,5,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,0,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,2,3,6,5,7,1,4,8,2,7,30,42,42,12,0
4,7,2,4,6,5,7,1,4,8,2,7,30,44,42,12,0
4,7,2,4,6,5,7,1,4,8,2,7,29,38,45,13,0
4,7,2,4,7,5,7,1,4,8,2,7,29,38,45,13,0
4,7,2,4,7,5,7,1,4,8,2,7,29,38,45,13,0
4,7,2,4,7,0,7,1,4,8,2,13,29,38,45,13,0
5,7,2,4,7,0,7,1,4,8,2,13,29,38,45,13,0
5,7,2,4,7,0,7,1,4,8,2,13,29,38,45,13,0
5,4,2,4,7,0,7,1,4,8,2,13,29,39,45,13,0
5,4,2,4,7,0,7,1,4,8,2,13,28,39,45,13,0
5,4,4,4,7,0,7,1,4,8,2,13,28,45,45,13,0
5,4,4,4,7,0,7,1,4,8,2,13,27,29,45,14,4
5,4,4,5,7,0,7,1,4,8,2,13,27,29,45,14,4
5,4,4,5,7,0,7,1,4,8,2,13,27,29,45,14,4
5,4,4,5,0,0,7,1,4,8,2,13,27,29,45,14,4
5,4,4,5,0,3,7,1,4,8,2,13,27,29,45,14,4
5,4,4,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,4,4,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,5,4,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,5,4,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,4
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,7
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,7
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,7
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,7
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,7
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,5,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,0,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,3,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
6,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
7,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
7,5,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
7,6,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
7,6,7,6,2,7,7,1,4,8,2,13,27,29,45,14,9
7,6,0,6,2,7,7,1,6,8,2,13,27,29,49,14,9
7,6,0,0,2,7,7,1,6,12,2,13,27,29,49,14,9
7,6,0,0,3,7,7,1,6,12,2,13,27,29,49,14,9
7,6,0,0,3,7,7,1,6,12,2,13,27,29,49,14,9
7,6,0,0,3,0,7,1,6,12,2,21,27,29,49,14,9
0,6,0,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,0,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,0,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,3,0,12,1,6,12,2,21,27,31,94,14,0
0,2,3,3,4,0,12,1,6,12,2,21,27,33,94,14,0
0,2,3,3,4,0,12,1,6,12,2,21,26,13,94,15,0
0,2,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
0,2,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
0,2,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,2,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,2,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,3,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,3,3,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,3,5,3,4,5,12,1,6,12,2,21,26,13,94,15,0
1,3,5,3,4,5,12,1,6,12,2,21,26,15,94,15,0
1,3,5,3,4,5,12,1,6,12,2,21,26,6,94,15,4
1,3,5,4,4,5,12,1,6,12,2,21,26,6,94,15,4
1,3,5,4,4,5,12,1,6,12,2,21,25,6,94,15,4
1,3,5,4,5,5,12,1,6,12,2,21,25,6,94,15,4
1,3,5,4,5,5,12,1,6,12,2,21,25,6,94,15,4
-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,1,-1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,1,1,-1,0,0,0,0,0,0,42,2,0,6,4
1,3,1,1,1,-1,0,0,0,0,0,0,42,2,0,6,9
1,3,1,1,1,1,0,0,0,0,0,0,42,2,0,6,7
1,3,1,1,1,1,0,0,0,0,0,0,42,2,0,6,7
2,3,1,1,1,1,0,0,0,0,0,0,42,2,0,6,9
2,4,1,1,1,1,0,0,0,0,0,0,42,3,0,6,8
2,4,1,1,1,1,0,0,0,0,0,0,42,3,0,6,8
2,4,2,1,1,1,0,0,0,0,0,0,42,3,0,6,8
2,4,2,6,1,1,0,0,0,0,0,0,42,5,0,6,10
2,4,2,6,1,1,0,0,0,0,0,0,41,1,0,7,7
2,4,2,6,2,1,0,0,0,0,0,0,41,1,0,7,7
2,4,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
2,4,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,4,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,4,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,2,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,6,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,2,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,3,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,3,3,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,3,5,0,0,0,0,0,0,41,1,0,7,7
3,7,3,1,3,5,0,0,0,0,0,0,41,1,0,7,8
3,7,3,1,3,5,0,0,0,0,0,0,41,1,0,7,5
4,7,3,1,3,5,0,0,0,0,0,0,41,10,0,7,1
4,7,3,1,3,5,0,0,0,0,0,0,40,4,0,8,3
4,2,3,1,3,5,0,0,0,0,0,0,40,4,0,8,3
4,2,4,1,3,5,0,0,0,0,0,0,40,8,0,8,1
4,2,4,1,3,5,0,0,0,0,0,0,39,8,0,8,1
4,2,4,3,3,5,0,0,0,0,0,0,39,8,0,8,1
4,2,4,3,3,5,0,0,0,0,0,0,39,8,0,8,1
4,2,4,3,4,5,0,0,0,0,0,0,39,15,0,8,1
4,2,4,3,4,5,0,0,0,0,0,0,38,3,0,9,3
4,2,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,2,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,2,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,4,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,3,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,6,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,6,4,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,6,5,0,0,0,0,0,0,0,38,3,0,9,3
5,3,5,6,5,0,0,0,0,0,0,0,38,3,0,9,4
5,3,5,6,5,2,0,0,0,0,0,0,38,3,0,9,4
6,3,5,6,5,2,0,0,0,0,0,0,38,3,0,9,4
6,6,5,6,5,2,0,0,0,0,0,0,38,5,0,9,3
6,6,5,6,5,2,0,0,0,0,0,0,38,1,0,9,6
6,6,6,6,5,2,0,0,0,0,0,0,38,1,0,9,7
6,6,6,7,5,2,0,0,0,0,0,0,38,1,0,9,8
6,6,6,7,5,2,0,0,0,0,0,0,38,1,0,9,5
6,6,6,7,5,2,0,0,0,0,0,0,38,1,0,9,6
6,6,6,7,5,2,0,0,0,0,0,0,38,1,0,9,6
6,6,6,7,6,2,0,0,0,0,0,0,38,1,0,9,6
6,6,6,7,6,5,0,0,0,0,0,0,38,1,0,9,6
6,6,6,7,6,5,0,0,0,0,0,0,38,1,0,9,6
6,6,6,7,6,5,0,0,0,0,0,0,37,1,0,9,6
7,6,6,7,6,5,0,0,0,0,0,0,37,1,0,9,8
7,6,6,7,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,6,7,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,6,7,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,7,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,7,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,1,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,1,6,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,1,7,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,1,7,5,0,0,0,0,0,0,37,1,0,9,5
7,1,7,1,7,0,0,0,0,0,0,0,37,1,0,9,5
0,1,7,1,7,0,1,0,0,0,0,0,37,2,0,9,4
0,3,7,1,7,0,1,0,0,0,0,0,37,2,0,9,4
0,3,7,1,7,0,1,0,0,0,0,0,37,2,0,9,4
0,3,7,1,7,0,1,0,0,0,0,0,37,2,0,9,4
0,3,7,1,7,0,1,0,0,0,0,0,37,2,0,9,4
0,3,0,1,7,0,1,0,1,0,0,0,37,3,0,9,3
0,3,0,4,7,0,1,0,1,0,0,0,37,5,0,9,2
0,3,0,4,7,0,1,0,1,0,0,0,37,1,0,9,5
0,3,0,4,0,0,1,0,1,0,1,0,37,2,0,9,4
0,3,0,4,0,4,1,0,1,0,1,0,37,2,0,9,4
0,3,0,4,0,4,1,0,1,0,1,0,37,2,0,9,4
1,3,0,4,0,4,1,0,1,0,1,0,37,2,0,9,4
1,3,0,4,0,4,1,0,1,0,1,0,37,2,0,9,4
1,5,0,4,0,4,1,0,1,0,1,0,37,2,0,9,4
1,5,0,4,0,4,1,0,1,0,1,0,37,4,0,9,3
1,5,0,4,0,4,1,0,1,0,1,0,37,1,0,9,5
1,5,2,4,0,4,1,0,1,0,1,0,37,1,0,9,5
1,5,2,5,0,4,1,0,1,0,1,0,37,1,0,9,5
1,5,2,5,0,4,1,0,1,0,1,0,37,1,0,9,5
1,5,2,5,2,4,1,0,1,0,1,0,37,1,0,9,5
1,5,2,5,2,5,1,0,1,0,1,0,37,1,0,9,5
1,5,2,5,2,5,1,0,1,0,1,0,37,1,0,9,5
2,5,2,5,2,5,1,0,1,0,1,0,37,1,0,9,5
2,0,2,5,2,5,1,3,1,0,1,0,37,1,0,9,7
2,0,3,5,2,5,1,3,1,0,1,0,37,1,0,9,4
2,0,3,5,2,5,1,3,1,0,1,0,37,1,0,9,5
2,0,3,0,2,5,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,5,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,5,1,3,1,5,1,0,37,1,0,9,10
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
2,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
3,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
3,0,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,5
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,8
3,3,3,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,4,0,3,7,1,3,1,5,1,0,37,1,0,9,6
3,3,4,0,3,7,1,3,1,5,1,0,36,1,0,9,6
3,3,4,4,3,7,1,3,1,5,1,0,36,3,0,9,4
3,3,4,4,3,7,1,3,1,5,1,0,36,0,0,9,7
3,3,4,4,4,7,1,3,1,5,1,0,36,1,0,9,6
3,3,4,4,4,7,1,3,1,5,1,0,36,1,0,9,6
3,3,4,4,4,0,1,3,1,5,1,0,36,1,0,9,6
4,3,4,4,4,0,1,3,1,5,1,0,36,22,0,9,1
4,3,4,4,4,0,1,3,1,5,1,0,36,1,0,9,6
4,6,4,4,4,0,1,3,1,5,1,0,36,1,0,9,6
4,6,4,4,4,0,1,3,1,5,1,0,35,1,0,9,6
4,6,0,4,4,0,1,3,2,5,1,0,35,1,0,9,6
4,6,0,6,4,0,1,3,2,5,1,0,35,1,0,9,6
4,6,0,6,5,0,1,3,2,5,1,0,35,1,0,9,6
4,6,0,6,5,0,1,3,2,5,1,0,35,1,0,9,6
4,6,0,6,5,2,1,3,2,5,1,0,35,1,0,9,6
5,6,0,6,5,2,1,3,2,5,1,0,35,1,0,9,6
5,6,0,6,5,2,1,3,2,5,1,0,35,1,0,9,6
5,0,0,6,5,2,1,6,2,5,1,0,35,1,1,9,5
5,0,1,6,5,2,1,6,2,5,1,0,35,1,1,9,7
5,0,1,6,5,2,1,6,2,5,1,0,35,1,1,9,5
5,0,1,2,5,2,1,6,2,5,1,0,35,1,1,9,8
5,0,1,2,6,2,1,6,2,5,1,0,35,1,1,9,8
5,0,1,2,6,6,1,6,2,5,1,0,35,3,1,9,7
5,0,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,0,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
6,3,1,2,6,6,1,6,2,5,1,0,35,1,1,9,8
